Taxid	Sci.Name	Rank	Named Lineage	Taxid Lineage
116150	Pararge aegeria	species	root,cellular organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Protostomia,Ecdysozoa,Panarthropoda,Arthropoda,Mandibulata,Pancrustacea,Hexapoda,Insecta,Dicondylia,Pterygota,Neoptera,Endopterygota,Amphiesmenoptera,Lepidoptera,Glossata,Neolepidoptera,Heteroneura,Ditrysia,Obtectomera,Papilionoidea,Nymphalidae,Satyrinae,Satyrini,Parargina,Pararge,Pararge aegeria	1,131567,2759,33154,33208,6072,33213,33317,1206794,88770,6656,197563,197562,6960,50557,85512,7496,33340,33392,85604,7088,41191,41196,41197,37567,104431,37572,33415,42282,127320,366209,111932,116150
116794	Heterodermia speciosa	species	root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Pezizomycotina,leotiomyceta,Lecanoromycetes,OSLEUM clade,Lecanoromycetidae,Caliciales,Physciaceae,Heterodermia,Heterodermia speciosa	1,131567,2759,33154,4751,451864,4890,716545,147538,716546,147547,1520881,388435,1302181,50934,114962,116794
117008	Cryptosporidium andersoni	species	root,cellular organisms,Eukaryota,Sar,Alveolata,Apicomplexa,Conoidasida,Coccidia,Eucoccidiorida,Eimeriorina,Cryptosporidiidae,Cryptosporidium,Cryptosporidium andersoni	1,131567,2759,2698737,33630,5794,1280412,5796,75739,423054,35082,5806,117008
117010	Tricholomella constricta	species	root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Tricholomatineae,Lyophyllaceae,Tricholomella,Tricholomella constricta	1,131567,2759,33154,4751,451864,5204,5302,155619,452333,5338,2982303,930979,180950,117010
117165	Grallaria varia	species	root,cellular organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Deuterostomia,Chordata,Craniata,Vertebrata,Gnathostomata,Teleostomi,Euteleostomi,Sarcopterygii,Dipnotetrapodomorpha,Tetrapoda,Amniota,Sauropsida,Sauria,Archelosauria,Archosauria,Dinosauria,Saurischia,Theropoda,Coelurosauria,Aves,Neognathae,Passeriformes,Formicariidae,Grallaria,Grallaria varia	1,131567,2759,33154,33208,6072,33213,33511,7711,89593,7742,7776,117570,117571,8287,1338369,32523,32524,8457,32561,1329799,8492,436486,436489,436491,436492,8782,8825,9126,81882,117144,117165
117179	Tilletia walkeri	species	root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Basidiomycota,Ustilaginomycotina,Exobasidiomycetes,Tilletiales,Tilletiaceae,Tilletia,Tilletia walkeri	1,131567,2759,33154,4751,451864,5204,452284,452283,62916,5279,13289,117179
117187	Fusarium verticillioides	species	root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Pezizomycotina,leotiomyceta,sordariomyceta,Sordariomycetes,Hypocreomycetidae,Hypocreales,Nectriaceae,Fusarium,Fusarium fujikuroi species complex,Fusarium verticillioides	1,131567,2759,33154,4751,451864,4890,716545,147538,716546,715989,147550,222543,5125,110618,5506,171627,117187
117539	Simocephalus serrulatus	species	root,cellular organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Protostomia,Ecdysozoa,Panarthropoda,Arthropoda,Mandibulata,Pancrustacea,Crustacea,Branchiopoda,Phyllopoda,Diplostraca,Cladocera,Anomopoda,Daphniidae,Simocephalus,Simocephalus serrulatus	1,131567,2759,33154,33208,6072,33213,33317,1206794,88770,6656,197563,197562,6657,6658,116557,84337,6665,116561,77658,77650,117539
117820	Spizellomyces sp. 'palustris'	species	root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Fungi incertae sedis,Chytridiomycota,Chytridiomycota incertae sedis,Chytridiomycetes,Spizellomycetales,Spizellomycetaceae,Spizellomyces,unclassified Spizellomyces,Spizellomyces sp. 'palustris'	1,131567,2759,33154,4751,112252,4761,2683659,451435,34478,34479,4815,2646140,117820
117903	Protopolystoma xenopodis	species	root,cellular organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Protostomia,Spiralia,Lophotrochozoa,Platyhelminthes,Monogenea,Polyopisthocotylea,Polystomatidea,Polystomatidae,Protopolystoma,Protopolystoma xenopodis	1,131567,2759,33154,33208,6072,33213,33317,2697495,1206795,6157,37945,40163,2486292,54588,117902,117903
118183	Chordeiles acutipennis	species	root,cellular organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Deuterostomia,Chordata,Craniata,Vertebrata,Gnathostomata,Teleostomi,Euteleostomi,Sarcopterygii,Dipnotetrapodomorpha,Tetrapoda,Amniota,Sauropsida,Sauria,Archelosauria,Archosauria,Dinosauria,Saurischia,Theropoda,Coelurosauria,Aves,Neognathae,Caprimulgimorphae,Caprimulgiformes,Caprimulgidae,Chordeilinae,Chordeiles,Chordeiles acutipennis	1,131567,2759,33154,33208,6072,33213,33511,7711,89593,7742,7776,117570,117571,8287,1338369,32523,32524,8457,32561,1329799,8492,436486,436489,436491,436492,8782,8825,2607030,8902,48283,48287,48288,118183
118200	Dryobates pubescens	species	root,cellular organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Deuterostomia,Chordata,Craniata,Vertebrata,Gnathostomata,Teleostomi,Euteleostomi,Sarcopterygii,Dipnotetrapodomorpha,Tetrapoda,Amniota,Sauropsida,Sauria,Archelosauria,Archosauria,Dinosauria,Saurischia,Theropoda,Coelurosauria,Aves,Neognathae,Piciformes,Picidae,Dryobates,Dryobates pubescens	1,131567,2759,33154,33208,6072,33213,33511,7711,89593,7742,7776,117570,117571,8287,1338369,32523,32524,8457,32561,1329799,8492,436486,436489,436491,436492,8782,8825,9219,9220,1517830,118200
118510	Tanacetum cinerariifolium	species	root,cellular organisms,Eukaryota,Viridiplantae,Streptophyta,Streptophytina,Embryophyta,Tracheophyta,Euphyllophyta,Spermatophyta,Magnoliopsida,Mesangiospermae,eudicotyledons,Gunneridae,Pentapetalae,asterids,campanulids,Asterales,Asteraceae,Asteroideae,Anthemideae,Anthemidinae,Tanacetum,Tanacetum cinerariifolium	1,131567,2759,33090,35493,131221,3193,58023,78536,58024,3398,1437183,71240,91827,1437201,71274,91882,4209,4210,102804,102810,886730,99105,118510
118781	Populus tomentosa	species	root,cellular organisms,Eukaryota,Viridiplantae,Streptophyta,Streptophytina,Embryophyta,Tracheophyta,Euphyllophyta,Spermatophyta,Magnoliopsida,Mesangiospermae,eudicotyledons,Gunneridae,Pentapetalae,rosids,fabids,Malpighiales,Salicaceae,Saliceae,Populus,Populus tomentosa	1,131567,2759,33090,35493,131221,3193,58023,78536,58024,3398,1437183,71240,91827,1437201,71275,91835,3646,3688,238069,3689,118781
118793	Rostratula benghalensis	species	root,cellular organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Deuterostomia,Chordata,Craniata,Vertebrata,Gnathostomata,Teleostomi,Euteleostomi,Sarcopterygii,Dipnotetrapodomorpha,Tetrapoda,Amniota,Sauropsida,Sauria,Archelosauria,Archosauria,Dinosauria,Saurischia,Theropoda,Coelurosauria,Aves,Neognathae,Charadriiformes,Rostratulidae,Rostratula,Rostratula benghalensis	1,131567,2759,33154,33208,6072,33213,33511,7711,89593,7742,7776,117570,117571,8287,1338369,32523,32524,8457,32561,1329799,8492,436486,436489,436491,436492,8782,8825,8906,118791,118792,118793
118797	Lipotes vexillifer	species	root,cellular organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Deuterostomia,Chordata,Craniata,Vertebrata,Gnathostomata,Teleostomi,Euteleostomi,Sarcopterygii,Dipnotetrapodomorpha,Tetrapoda,Amniota,Mammalia,Theria,Eutheria,Boreoeutheria,Laurasiatheria,Artiodactyla,Whippomorpha,Cetacea,Odontoceti,Lipotidae,Lipotes,Lipotes vexillifer	1,131567,2759,33154,33208,6072,33213,33511,7711,89593,7742,7776,117570,117571,8287,1338369,32523,32524,40674,32525,9347,1437010,314145,91561,2653789,9721,9722,119500,118796,118797
119398	Plasmodium vinckei brucechwatti	subspecies	root,cellular organisms,Eukaryota,Sar,Alveolata,Apicomplexa,Aconoidasida,Haemosporida,Plasmodiidae,Plasmodium,Plasmodium (Vinckeia),Plasmodium vinckei,Plasmodium vinckei brucechwatti	1,131567,2759,2698737,33630,5794,422676,5819,1639119,5820,418101,5860,119398
119927	Alternaria tenuissima	species	root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Pezizomycotina,leotiomyceta,dothideomyceta,Dothideomycetes,Pleosporomycetidae,Pleosporales,Pleosporineae,Pleosporaceae,Alternaria,Alternaria sect. Alternaria,Alternaria alternata complex,Alternaria tenuissima	1,131567,2759,33154,4751,451864,4890,716545,147538,716546,715962,147541,451868,92860,715340,28556,5598,2499237,187734,119927
119953	Alternaria atra	species	root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Pezizomycotina,leotiomyceta,dothideomyceta,Dothideomycetes,Pleosporomycetidae,Pleosporales,Pleosporineae,Pleosporaceae,Alternaria,Alternaria sect. Ulocladioides,Alternaria atra	1,131567,2759,33154,4751,451864,4890,716545,147538,716546,715962,147541,451868,92860,715340,28556,5598,2499266,119953
120398	Aphanomyces stellatus	species	root,cellular organisms,Eukaryota,Sar,Stramenopiles,Oomycota,Saprolegniales,Saprolegniaceae,Aphanomyces,Aphanomyces stellatus	1,131567,2759,2698737,33634,4762,4763,4764,100860,120398
121088	Ostreobium quekettii	species	root,cellular organisms,Eukaryota,Viridiplantae,Chlorophyta,Ulvophyceae,TCBD clade,Bryopsidales,Ostreobineae,Ostreobiaceae,Ostreobium,Ostreobium quekettii	1,131567,2759,33090,3041,33103,2546214,33104,2791030,35434,121087,121088
121224	Pediculus humanus corporis	subspecies	root,cellular organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Protostomia,Ecdysozoa,Panarthropoda,Arthropoda,Mandibulata,Pancrustacea,Hexapoda,Insecta,Dicondylia,Pterygota,Neoptera,Paraneoptera,Psocodea,Phthiraptera,Anoplura,Pediculidae,Pediculus,Pediculus humanus,Pediculus humanus corporis	1,131567,2759,33154,33208,6072,33213,33317,1206794,88770,6656,197563,197562,6960,50557,85512,7496,33340,33342,1930602,85819,30005,121221,121222,121225,121224
121402	Albula glossodonta	species	root,cellular organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Deuterostomia,Chordata,Craniata,Vertebrata,Gnathostomata,Teleostomi,Euteleostomi,Actinopterygii,Actinopteri,Neopterygii,Teleostei,Elopocephalai,Elopocephala,Elopomorpha,Albuliformes,Albulidae,Albulinae,Albula,Albula glossodonta	1,131567,2759,33154,33208,6072,33213,33511,7711,89593,7742,7776,117570,117571,7898,186623,41665,32443,1489340,186624,32521,54906,54907,121282,54908,121402
121530	Tauraco erythrolophus	species	root,cellular organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Deuterostomia,Chordata,Craniata,Vertebrata,Gnathostomata,Teleostomi,Euteleostomi,Sarcopterygii,Dipnotetrapodomorpha,Tetrapoda,Amniota,Sauropsida,Sauria,Archelosauria,Archosauria,Dinosauria,Saurischia,Theropoda,Coelurosauria,Aves,Neognathae,Musophagiformes,Musophagidae,Tauraco,Tauraco erythrolophus	1,131567,2759,33154,33208,6072,33213,33511,7711,89593,7742,7776,117570,117571,8287,1338369,32523,32524,8457,32561,1329799,8492,436486,436489,436491,436492,8782,8825,56301,56302,56303,121530
121627	Talaromyces rugulosus	species	root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Pezizomycotina,leotiomyceta,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Trichocomaceae,Talaromyces,Talaromyces sect. Islandici,Talaromyces rugulosus	1,131567,2759,33154,4751,451864,4890,716545,147538,716546,147545,451871,5042,28568,5094,2752542,121627
121759	Paracoccidioides brasiliensis	species	root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Pezizomycotina,leotiomyceta,Eurotiomycetes,Eurotiomycetidae,Onygenales,Onygenales incertae sedis,Paracoccidioides,Paracoccidioides brasiliensis	1,131567,2759,33154,4751,451864,4890,716545,147538,716546,147545,451871,33183,1593277,38946,121759
121845	Diaphorina citri	species	root,cellular organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Protostomia,Ecdysozoa,Panarthropoda,Arthropoda,Mandibulata,Pancrustacea,Hexapoda,Insecta,Dicondylia,Pterygota,Neoptera,Paraneoptera,Hemiptera,Sternorrhyncha,Psylloidea,Psyllidae,Diaphorininae,Diaphorina,Diaphorina citri	1,131567,2759,33154,33208,6072,33213,33317,1206794,88770,6656,197563,197562,6960,50557,85512,7496,33340,33342,7524,33373,33375,30092,3101716,121844,121845
122233	Chaetoceros debilis	species	root,cellular organisms,Eukaryota,Sar,Stramenopiles,Ochrophyta,Bacillariophyta,Coscinodiscophyceae,Chaetocerotophycidae,Chaetocerotales,Chaetocerotaceae,Chaetoceros,Chaetoceros debilis	1,131567,2759,2698737,33634,2696291,2836,33836,420266,265576,49236,49237,122233
122368	Cercospora beticola	species	root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Pezizomycotina,leotiomyceta,dothideomyceta,Dothideomycetes,Dothideomycetidae,Mycosphaerellales,Mycosphaerellaceae,Cercospora,Cercospora beticola	1,131567,2759,33154,4751,451864,4890,716545,147538,716546,715962,147541,451867,2726947,93133,29002,122368
122381	Fusarium sp. NRRL 25303	species	root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Pezizomycotina,leotiomyceta,sordariomyceta,Sordariomycetes,Hypocreomycetidae,Hypocreales,Nectriaceae,Fusarium,Fusarium fujikuroi species complex,unclassified Fusarium fujikuroi species complex,Fusarium sp. NRRL 25303	1,131567,2759,33154,4751,451864,4890,716545,147538,716546,715989,147550,222543,5125,110618,5506,171627,2751833,122381
123683	Oryzias javanicus	species	root,cellular organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Deuterostomia,Chordata,Craniata,Vertebrata,Gnathostomata,Teleostomi,Euteleostomi,Actinopterygii,Actinopteri,Neopterygii,Teleostei,Osteoglossocephalai,Clupeocephala,Euteleosteomorpha,Neoteleostei,Eurypterygia,Ctenosquamata,Acanthomorphata,Euacanthomorphacea,Percomorphaceae,Ovalentaria,Atherinomorphae,Beloniformes,Adrianichthyoidei,Adrianichthyidae,Oryziinae,Oryzias,Oryzias javanicus	1,131567,2759,33154,33208,6072,33213,33511,7711,89593,7742,7776,117570,117571,7898,186623,41665,32443,1489341,186625,1489388,123365,123366,123367,123368,123369,1489872,1489908,1489913,76071,28781,47757,8088,8089,123683
123851	Ladona fulva	species	root,cellular organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Protostomia,Ecdysozoa,Panarthropoda,Arthropoda,Mandibulata,Pancrustacea,Hexapoda,Insecta,Dicondylia,Pterygota,Palaeoptera,Odonata,Epiprocta,Anisoptera,Cavilabiata,Libellulidae,Ladona,Ladona fulva	1,131567,2759,33154,33208,6072,33213,33317,1206794,88770,6656,197563,197562,6960,50557,85512,7496,33339,6961,2510002,6962,70899,6964,70376,123851
125297	Bombycilla garrulus	species	root,cellular organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Deuterostomia,Chordata,Craniata,Vertebrata,Gnathostomata,Teleostomi,Euteleostomi,Sarcopterygii,Dipnotetrapodomorpha,Tetrapoda,Amniota,Sauropsida,Sauria,Archelosauria,Archosauria,Dinosauria,Saurischia,Theropoda,Coelurosauria,Aves,Neognathae,Passeriformes,Bombycillidae,Bombycilla,Bombycilla garrulus	1,131567,2759,33154,33208,6072,33213,33511,7711,89593,7742,7776,117570,117571,8287,1338369,32523,32524,8457,32561,1329799,8492,436486,436489,436491,436492,8782,8825,9126,125295,125296,125297
126793	Plasmodium vivax Sal-1	strain	root,cellular organisms,Eukaryota,Sar,Alveolata,Apicomplexa,Aconoidasida,Haemosporida,Plasmodiidae,Plasmodium,Plasmodium (Plasmodium),Plasmodium vivax,Plasmodium vivax Sal-1	1,131567,2759,2698737,33630,5794,422676,5819,1639119,5820,418103,5855,126793
126957	Strigamia maritima	species	root,cellular organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Protostomia,Ecdysozoa,Panarthropoda,Arthropoda,Mandibulata,Myriapoda,Chilopoda,Pleurostigmophora,Epimorpha,Geophilomorpha,Linotaeniidae,Strigamia,Strigamia maritima	1,131567,2759,33154,33208,6072,33213,33317,1206794,88770,6656,197563,61985,7540,115405,115407,60154,126955,126956,126957
127582	Trichechus manatus latirostris	subspecies	root,cellular organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Deuterostomia,Chordata,Craniata,Vertebrata,Gnathostomata,Teleostomi,Euteleostomi,Sarcopterygii,Dipnotetrapodomorpha,Tetrapoda,Amniota,Mammalia,Theria,Eutheria,Afrotheria,Sirenia,Trichechidae,Trichechus,Trichechus manatus,Trichechus manatus latirostris	1,131567,2759,33154,33208,6072,33213,33511,7711,89593,7742,7776,117570,117571,8287,1338369,32523,32524,40674,32525,9347,311790,9774,9775,9776,9778,127582
127929	Leucopsar rothschildi	species	root,cellular organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Deuterostomia,Chordata,Craniata,Vertebrata,Gnathostomata,Teleostomi,Euteleostomi,Sarcopterygii,Dipnotetrapodomorpha,Tetrapoda,Amniota,Sauropsida,Sauria,Archelosauria,Archosauria,Dinosauria,Saurischia,Theropoda,Coelurosauria,Aves,Neognathae,Passeriformes,Sturnidae,Leucopsar,Leucopsar rothschildi	1,131567,2759,33154,33208,6072,33213,33511,7711,89593,7742,7776,117570,117571,8287,1338369,32523,32524,8457,32561,1329799,8492,436486,436489,436491,436492,8782,8825,9126,9170,127928,127929
128390	Nipponia nippon	species	root,cellular organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Deuterostomia,Chordata,Craniata,Vertebrata,Gnathostomata,Teleostomi,Euteleostomi,Sarcopterygii,Dipnotetrapodomorpha,Tetrapoda,Amniota,Sauropsida,Sauria,Archelosauria,Archosauria,Dinosauria,Saurischia,Theropoda,Coelurosauria,Aves,Neognathae,Pelecaniformes,Threskiornithidae,Nipponia,Nipponia nippon	1,131567,2759,33154,33208,6072,33213,33511,7711,89593,7742,7776,117570,117571,8287,1338369,32523,32524,8457,32561,1329799,8492,436486,436489,436491,436492,8782,8825,9205,33574,128389,128390
128442	Talaromyces pinophilus	species	root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Pezizomycotina,leotiomyceta,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Trichocomaceae,Talaromyces,Talaromyces sect. Talaromyces,Talaromyces pinophilus	1,131567,2759,33154,4751,451864,4890,716545,147538,716546,147545,451871,5042,28568,5094,2752537,128442
129470	Micrurus surinamensis	species	root,cellular organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Deuterostomia,Chordata,Craniata,Vertebrata,Gnathostomata,Teleostomi,Euteleostomi,Sarcopterygii,Dipnotetrapodomorpha,Tetrapoda,Amniota,Sauropsida,Sauria,Lepidosauria,Squamata,Bifurcata,Unidentata,Episquamata,Toxicofera,Serpentes,Colubroidea,Elapidae,Elapinae,Micrurus,Micrurus surinamensis	1,131567,2759,33154,33208,6072,33213,33511,7711,89593,7742,7776,117570,117571,8287,1338369,32523,32524,8457,32561,8504,8509,1329961,1329950,1329912,1329911,8570,34989,8602,42168,8634,129470
130453	Arachis duranensis	species	root,cellular organisms,Eukaryota,Viridiplantae,Streptophyta,Streptophytina,Embryophyta,Tracheophyta,Euphyllophyta,Spermatophyta,Magnoliopsida,Mesangiospermae,eudicotyledons,Gunneridae,Pentapetalae,rosids,fabids,Fabales,Fabaceae,Papilionoideae,50 kb inversion clade,dalbergioids sensu lato,Dalbergieae,Pterocarpus clade,Arachis,Arachis duranensis	1,131567,2759,33090,35493,131221,3193,58023,78536,58024,3398,1437183,71240,91827,1437201,71275,91835,72025,3803,3814,2231393,2231387,163725,2231390,3817,130453
131310	Parastrongyloides trichosuri	species	root,cellular organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Protostomia,Ecdysozoa,Nematoda,Chromadorea,Rhabditida,Tylenchina,Panagrolaimomorpha,Strongyloidoidea,Strongyloididae,Parastrongyloides,Parastrongyloides trichosuri	1,131567,2759,33154,33208,6072,33213,33317,1206794,6231,119089,6236,6300,2082223,2082224,6246,131309,131310
131363	Fusarium ambrosium	species	root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Pezizomycotina,leotiomyceta,sordariomyceta,Sordariomycetes,Hypocreomycetidae,Hypocreales,Nectriaceae,Fusarium,Fusarium solani species complex,Fusarium ambrosium	1,131567,2759,33154,4751,451864,4890,716545,147538,716546,715989,147550,222543,5125,110618,5506,232080,131363
132113	Bombus impatiens	species	root,cellular organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Protostomia,Ecdysozoa,Panarthropoda,Arthropoda,Mandibulata,Pancrustacea,Hexapoda,Insecta,Dicondylia,Pterygota,Neoptera,Endopterygota,Hymenoptera,Apocrita,Aculeata,Apoidea,Anthophila,Apidae,Apinae,Bombini,Bombus,Pyrobombus,Bombus impatiens	1,131567,2759,33154,33208,6072,33213,33317,1206794,88770,6656,197563,197562,6960,50557,85512,7496,33340,33392,7399,7400,7434,34735,3042114,7458,70987,83311,28641,144703,132113
132259	Aspergillus pseudotamarii	species	root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Pezizomycotina,leotiomyceta,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus pseudotamarii	1,131567,2759,33154,4751,451864,4890,716545,147538,716546,147545,451871,5042,1131492,5052,132259
132261	Cuscuta campestris	species	root,cellular organisms,Eukaryota,Viridiplantae,Streptophyta,Streptophytina,Embryophyta,Tracheophyta,Euphyllophyta,Spermatophyta,Magnoliopsida,Mesangiospermae,eudicotyledons,Gunneridae,Pentapetalae,asterids,lamiids,Solanales,Convolvulaceae,Cuscuteae,Cuscuta,Cuscuta subgen. Grammica,Cuscuta sect. Cleistogrammica,Cuscuta campestris	1,131567,2759,33090,35493,131221,3193,58023,78536,58024,3398,1437183,71240,91827,1437201,71274,91888,4069,4118,292919,4128,1824618,1824901,132261
132585	Anser brachyrhynchus	species	root,cellular organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Deuterostomia,Chordata,Craniata,Vertebrata,Gnathostomata,Teleostomi,Euteleostomi,Sarcopterygii,Dipnotetrapodomorpha,Tetrapoda,Amniota,Sauropsida,Sauria,Archelosauria,Archosauria,Dinosauria,Saurischia,Theropoda,Coelurosauria,Aves,Neognathae,Galloanserae,Anseriformes,Anatidae,Anserinae,Anser,Anser brachyrhynchus	1,131567,2759,33154,33208,6072,33213,33511,7711,89593,7742,7776,117570,117571,8287,1338369,32523,32524,8457,32561,1329799,8492,436486,436489,436491,436492,8782,8825,1549675,8826,8830,2068722,8842,132585
132908	Pteropus vampyrus	species	root,cellular organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Deuterostomia,Chordata,Craniata,Vertebrata,Gnathostomata,Teleostomi,Euteleostomi,Sarcopterygii,Dipnotetrapodomorpha,Tetrapoda,Amniota,Mammalia,Theria,Eutheria,Boreoeutheria,Laurasiatheria,Chiroptera,Megachiroptera,Pteropodidae,Pteropodinae,Pteropus,Pteropus vampyrus	1,131567,2759,33154,33208,6072,33213,33511,7711,89593,7742,7776,117570,117571,8287,1338369,32523,32524,40674,32525,9347,1437010,314145,9397,30559,9398,77225,9401,132908
133377	Smittium angustum	species	root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Fungi incertae sedis,Zoopagomycota,Kickxellomycotina,Harpellomycetes,Harpellales,Legeriomycetaceae,Smittium,Smittium angustum	1,131567,2759,33154,4751,112252,1913638,451828,2219693,61421,4883,4888,133377
133381	Smittium megazygosporum	species	root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Fungi incertae sedis,Zoopagomycota,Kickxellomycotina,Harpellomycetes,Harpellales,Legeriomycetaceae,Smittium,Smittium megazygosporum	1,131567,2759,33154,4751,112252,1913638,451828,2219693,61421,4883,4888,133381
133383	Smittium mucronatum	species	root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Fungi incertae sedis,Zoopagomycota,Kickxellomycotina,Harpellomycetes,Harpellales,Legeriomycetaceae,Smittium,Smittium mucronatum	1,131567,2759,33154,4751,112252,1913638,451828,2219693,61421,4883,4888,133383
133409	Polysphondylium violaceum	species	root,cellular organisms,Eukaryota,Amoebozoa,Evosea,Eumycetozoa,Dictyostelia,Dictyosteliales,Dictyosteliaceae,Polysphondylium,Polysphondylium violaceum	1,131567,2759,554915,2605435,142796,33083,2058949,2058185,13641,133409
133412	Smittium culicis	species	root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Fungi incertae sedis,Zoopagomycota,Kickxellomycotina,Harpellomycetes,Harpellales,Legeriomycetaceae,Smittium,Smittium culicis	1,131567,2759,33154,4751,112252,1913638,451828,2219693,61421,4883,4888,133412
133434	Acanthaster planci	species	root,cellular organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Deuterostomia,Echinodermata,Eleutherozoa,Asterozoa,Asteroidea,Valvatacea,Valvatida,Acanthasteridae,Acanthaster,Acanthaster planci	1,131567,2759,33154,33208,6072,33213,33511,7586,133551,7587,7588,41243,41166,133432,133433,133434
133901	Frankliniella occidentalis	species	root,cellular organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Protostomia,Ecdysozoa,Panarthropoda,Arthropoda,Mandibulata,Pancrustacea,Hexapoda,Insecta,Dicondylia,Pterygota,Neoptera,Paraneoptera,Thysanoptera,Terebrantia,Thripoidea,Thripidae,Thripinae,Frankliniella,Frankliniella occidentalis	1,131567,2759,33154,33208,6072,33213,33317,1206794,88770,6656,197563,197562,6960,50557,85512,7496,33340,33342,30262,38130,45049,45053,153976,45059,133901
135165	Brachypteracias leptosomus	species	root,cellular organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Deuterostomia,Chordata,Craniata,Vertebrata,Gnathostomata,Teleostomi,Euteleostomi,Sarcopterygii,Dipnotetrapodomorpha,Tetrapoda,Amniota,Sauropsida,Sauria,Archelosauria,Archosauria,Dinosauria,Saurischia,Theropoda,Coelurosauria,Aves,Neognathae,Coraciiformes,Brachypteraciidae,Brachypteracias,Brachypteracias leptosomus	1,131567,2759,33154,33208,6072,33213,33511,7711,89593,7742,7776,117570,117571,8287,1338369,32523,32524,8457,32561,1329799,8492,436486,436489,436491,436492,8782,8825,8936,135163,135164,135165
